Gene	n.vars	mean.s	fdr	Tissue
NOP16	14	4.37020623019876	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
NOS1	186	2.31098968040395	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
NOTCH2	55	2.79242541628361	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
NOX1	9	4.10762132969068	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
NPFF	5	4.72597050633958	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
NPLOC4	112	2.65794268833319	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
NPNT	127	1.99532972999611	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
NR2C2AP	16	4.06791158852993	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
NR4A2	6	5.1799292161057	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
NRG1	158	1.62602811259457	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
NRN1L	8	3.92749614676058	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
NSFL1C	39	3.00595436441055	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
NSUN5	17	3.6800176585514	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
NT5DC1	398	2.12492662633689	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
NT5DC3	4	10.3762897065582	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
NT5M	26	2.62174950358258	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
NTAN1	6	4.20196163301114	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
NTRK1	37	3.14486588701917	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
NUBP1	6	4.18567606234112	0.0376097520661157	Macrophage at Day 0 Differentiation (D0)
NUDCD2	27	3.02487117345202	0.0427041314248536	Macrophage at Day 0 Differentiation (D0)
NUDT21	6	4.60396879476653	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
NUDT7	14	4.46649889846102	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
NUFIP1	122	2.16739866040176	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
NUP93	173	2.23918277985964	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
NXNL1	6	7.86353618720954	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
OCIAD2	66	2.6195270472002	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
OLFML2A	13	4.8137102963006	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
OMA1	52	1.96864715087335	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
ORC3	160	2.22410190340843	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
ORC4	87	2.26846466361644	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
ORC6	26	3.12304000329303	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
OSBPL3	325	2.15981380427424	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
OTOP3	9	4.5845580565884	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
OTX5	10	5.02888272011282	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
OvoDA1-2	4	4.99493932230442	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
OVOL3	24	3.75632980784277	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
OXA1L	31	2.59419111358445	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
OXSR1	136	2.2383133802894	0.0427041314248536	Macrophage at Day 0 Differentiation (D0)
OZFL	15	2.81092754161188	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
P2RY2	54	2.56570204282621	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
P3H1	28	3.59333528365103	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
P4HA2	100	1.98554949383985	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
PA2G4	39	3.15979813199208	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PAFAH1B2	31	3.2536326771577	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PAK3	423	2.03420087193312	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
PANK1	104	2.1315338375248	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
PAQR3	33	3.45699694343171	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PARD6G	245	1.87825824914241	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PARP4	156	2.15294229733917	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
PBX4	37	3.48436128518684	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PCBD2	54	2.72534059086018	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
PCDH15	33	1.9878258171492	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PCDH19	97	2.2655039139566	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PCDHA12	70	1.90815808558665	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
PCDHA13	77	1.98525622799079	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PCDHA3	7	5.0824362109026	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
PCDHA5	86	2.26116480065165	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PCDHA7	70	1.90815808558665	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
PCGF6	97	2.35170777985744	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
PCSK4	17	4.22148759625153	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PDCD1	29	3.22893816572321	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PDGFRB	107	2.31479938015291	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
PDHX	195	1.86678822881001	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
PDP1	48	2.8049453964627	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PDP2	35	2.84799518392099	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
PDSS2	385	1.94783863948579	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
PDYN	53	2.76735018294925	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
PGAP3	21	3.47387726759577	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
PGK2	85	2.64355441958725	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PHACTR3	96	2.58993265931399	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PHF6	103	2.63546141257542	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PHKG1	21	3.05886372199027	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PHLDB1	74	2.46286521260187	0.045256625727214	Macrophage at Day 0 Differentiation (D0)
PHRF1	2	11.2928173639957	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PI3	7	5.64439041592648	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PIAS3	26	1.78794551470274	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
PIGB	58	2.99516530209967	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PIK3C2B	52	2.54326278364357	0.045256625727214	Macrophage at Day 0 Differentiation (D0)
PIN4	4	6.49500284226154	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PIP4P1	20	2.48206620669991	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
PIP5K1A	9	3.71777350956887	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
PITX3	83	2.29891904347875	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PKD2	44	2.69769708288527	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
PKIA	9	3.222515511382	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
PKP2	100	2.17519753973597	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
PKP3	23	3.14629830818892	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
PLA1A	81	2.41922764083057	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PLA2G12A	29	3.21576917208234	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
PLAGL2	43	3.46410809613531	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PLCG1	135	2.53183467172077	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PLD3	34	2.7763184967739	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PLD4	49	2.46226154248774	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
PLD6	17	3.52301408549707	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
PLEKHA5	245	1.79002828991226	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PLEKHA8	107	2.3521732920337	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PLEKHM1	26	3.54543390274363	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PLEKHM2	60	2.72728675421171	0.0376097520661157	Macrophage at Day 0 Differentiation (D0)
PLEKHO1	59	2.88553296352421	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PLIN5	17	4.38259155974049	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PLLP	4	6.8662597956029	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
PLXNA2	1037	1.72139686449889	0.0376097520661157	Macrophage at Day 0 Differentiation (D0)
PNPLA3	173	2.05337903343833	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
PNRC2	4	6.23863922829471	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
POLD2	21	3.60045026628046	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
POLDIP3	78	2.95183298034838	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
POLR1D	19	3.48879735617139	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
POLR2B	81	2.96113158005869	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
POLR2I	11	4.0921158971734	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
PPARG	138	2.09757799024011	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PPEF1	139	1.78623416303901	0.0376097520661157	Macrophage at Day 0 Differentiation (D0)
PPM1D	64	2.7589525935064	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
PPM1E	21	4.42424592159995	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
PPM1M	21	4.28221805442049	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PPP1R12B	335	2.28276261706724	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PPP1R15B	46	3.35716131960669	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PPP1R1A	11	2.79883873548127	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
PPP1R36	162	2.35441012305937	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PPP1R9A	360	1.81505597099439	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PPP2R2B	186	2.14824453429324	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PPP2R3B	172	1.783425065871	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PPT1	10	4.73979385322378	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PQLC1	30	2.58845019176312	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PQLC3	71	2.86609726945872	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PRCC	24	3.73937900467443	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PRDM14	71	2.48699551691779	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PRDM15	196	1.96023002358147	0.045256625727214	Macrophage at Day 0 Differentiation (D0)
PRDM4	72	2.21096428748297	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
PRDX3	30	3.35808728358068	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PRELID1	3	7.80221769151573	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PRICKLE2	289	1.86916501743295	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PRKAR2B	300	2.30322803746475	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PRKX	99	2.46753485655097	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PRLR	16	2.94294928057522	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PRODH2	7	3.92091321923541	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PROM1	35	2.99641531553689	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
PRPF19	17	3.42849200286557	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
PRPF3	59	2.76928066867765	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
PRPF38B	19	4.34895154311966	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PRPF8	58	2.69257140668831	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
PRPS1L1	37	2.93281585340032	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PRRT1	15	3.21798767924888	0.0427041314248536	Macrophage at Day 0 Differentiation (D0)
PRRT1B	10	3.78191188352498	0.045256625727214	Macrophage at Day 0 Differentiation (D0)
PRRT3	2	10.6785861228955	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
PRSS3	19	5.07448739688266	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PSEN2	97	2.52684250343955	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PSMC5	26	3.29596008059286	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
PSMD1	171	2.34261209624452	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PSMD10	11	3.95766622301836	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
PSMD6	36	3.31592759349935	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PSMG1	57	2.65476683777294	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
PSMG4	25	3.1235525274411	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
PSTK	23	3.19346982086864	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
PSTPIP2	2	6.62223049828498	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
PTBP2	81	2.35206598934389	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PTCD3	49	2.59646448696864	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
PTCHD3	18	2.64017671408476	0.0376097520661157	Macrophage at Day 0 Differentiation (D0)
PTGES3	15	3.55376926888541	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
PTMS	15	3.55006281136085	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
PTPN23	59	2.91934511384785	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
PTPN6	38	2.90088117194403	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
PTPRU	113	2.37135691445853	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PTTG1IP2	2	8.72198377672745	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
PURA	26	3.35534842806357	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
PURG	93	2.9247726979286	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
PUS1	19	3.52919446962516	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
PWWP2A	133	2.41972740945759	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
R3HDM2	79	2.68843733628652	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
R3HDM4	29	3.59634774005174	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAB11B	33	3.87984577975212	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAB2B	13	2.87784286198629	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RAB33B	25	3.0489806098016	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
RAB35	50	3.33397830519169	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAB3GAP1	4	6.44690394986795	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAB9B	14	3.59802443468389	0.0427041314248536	Macrophage at Day 0 Differentiation (D0)
RABEPK	5	5.19950909589794	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
RABGEF1	21	4.8908761168146	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAC2	29	3.7893976400508	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAD51C	74	2.58280600690466	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
RALGAPA1	9	5.56987415113883	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RALY	317	1.88112550153358	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RAMP3	7	3.79167612119682	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RARRES2	3	5.4326133846539	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
RARS2	117	2.28697728731168	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
RASA1	2	11.1426040817851	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RASAL1	43	2.95270641151265	0.0351054654855424	Macrophage at Day 0 Differentiation (D0)
RASAL3	64	2.65942508404504	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
RASSF5	89	2.70473012271095	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RASSF6	216	1.66237591347968	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
RBBP6	119	2.83213579452696	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RBM24	5	4.72709806538119	0.045256625727214	Macrophage at Day 0 Differentiation (D0)
RBM3	2	7.68244078870907	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
RBMXL1	63	2.7286245714016	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RBPJL	80	2.80465410666982	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RCAN2	350	1.80845924332263	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RDH5	6	1.6457237590196	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
REEP2	19	4.3133733276914	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RFXANK	35	3.46332900437978	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RGNL	48	2.54359760473039	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RGS9	87	2.73846284704502	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RHBDL3	19	2.87502049448934	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
RHOC	24	3.25676354666508	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
RHOG	13	3.51817317482865	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
RHOJ	126	2.1175008439451	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
RIC8A	45	2.99111649792732	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RIDA	27	2.46669071422862	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
RIMS3	30	2.90590154647133	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
RNASE6	5	10.7830176127525	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RNF139	3	7.11347651706225	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
RNF145	155	2.30546389961173	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
RNF170	34	3.10585910158974	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RNF19B	45	3.35004746550085	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RNF215	36	2.99974492950982	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RNF219	67	2.31075831414746	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
RNF223	13	4.59869470589692	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RNF224	2	8.29977843165334	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
RNF38	3	7.51672825466799	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
RNF7	38	3.16470268046348	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
RNF8	56	2.7627132203131	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
ROR1	483	1.82888605544497	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RORBL	51	2.57570685607433	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RPA1	22	3.12664139213909	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RPA3	23	4.69719494422981	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RPF2	103	2.7459184426985	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RPGR	133	1.5802796640071	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RPH3AL	114	2.57880135895223	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RPL14	23	3.85348200999306	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RPL22	3	12.9153615684589	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RPL3	30	3.58132666845689	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
RPL36A	17	6.93973462907118	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RPL37A	26	3.36839515003088	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RPRD1B	39	2.75211735891372	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
RPRD2	71	3.1190570929423	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
RPS27L	2	7.08991662531722	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
RPS28	4	6.36635106994636	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
RPS4Y1	23	3.87558510531722	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RPTOR	491	1.88874443880059	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
RSBN1	36	2.36137210227883	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
RSRC1	444	1.84517806435244	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
RTF1	6	5.4858056290274	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
RUBCNL	14	3.65831943992196	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
RUNDC1	8	5.09812836459128	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
RUNDC3B	119	1.64917825129671	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
RUSC1	16	3.8454935080376	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
RWDD2A	28	3.08005017044612	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
SAA	44	3.46772896058689	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SAE1	2	10.4810427966673	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SAFB	76	2.72701534574608	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
SBF2	438	1.68354457161498	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
SC5D	27	3.08332450196655	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
SCARB2	21	3.6383751941538	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SCARF1	33	3.12402834648218	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
SCD	23	3.28326365682675	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
SCFD1	210	1.79110428334957	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
SCLT1	4	8.54960848133832	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SCMH1	52	2.72205272687399	0.0427041314248536	Macrophage at Day 0 Differentiation (D0)
SCNN1A	25	3.75997996298839	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
SCNN1B	80	2.66774092571685	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SCOC	53	2.1450352864427	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
SCPEP1	33	3.2124416619067	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SDHC	41	3.34688940608282	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SDK2	149	2.42407226728262	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SEC11C	23	3.81936863034398	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SEC22A	50	2.42622454320166	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
SEC24A	125	2.54692438075795	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
SEC61A1	3	6.99520798537784	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
SELENOO	64	2.93625435843104	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SELENOP2	6	5.57786887642744	0.0161944855662472	Macrophage at Day 0 Differentiation (D0)
SELENOT	13	4.28572870328368	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SEMA3C	324	1.92369580624264	0.0376097520661157	Macrophage at Day 0 Differentiation (D0)
SEMA4D	8	4.32299759647525	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
SET	35	3.35737581562667	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
SETD3	10	3.54516195082941	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
SEZ6L	171	2.16534690813619	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
SF3B5	3	5.56066473704175	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
SFMBT2	400	1.74404250612259	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
SFPQ	17	4.14198987790535	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
SFXN3	6	5.2516821045711	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
SGK1	8	4.1714195816513	0.0218670355166875	Macrophage at Day 0 Differentiation (D0)
SGSM1	141	2.24272436283582	0.0273199791883455	Macrophage at Day 0 Differentiation (D0)
SGSM2	77	2.4848324391323	0.0190699110223352	Macrophage at Day 0 Differentiation (D0)
SH2B1	3	6.74960992004097	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SH3D19	219	1.98725431476894	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SH3GL1	87	2.50216721744947	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
SH3TC2	166	2.79842352277942	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SHC1	36	3.54548290779578	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SHE	6	4.66669822730321	0.0325005064145847	Macrophage at Day 0 Differentiation (D0)
SHMT1	10	4.67465068966318	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
SIDT1	163	1.86659416363683	0.0427041314248536	Macrophage at Day 0 Differentiation (D0)
SIK1	34	3.2996413171805	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SIRT1	2	7.03329384310285	0.0401576532284497	Macrophage at Day 0 Differentiation (D0)
SKAP1	324	2.04462202587929	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SKIV2L2	118	1.90527705018834	0.047707391374058	Macrophage at Day 0 Differentiation (D0)
SLA2	18	3.51991665511115	0.0245828651685393	Macrophage at Day 0 Differentiation (D0)
SLAIN2	27	3.82426417426395	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
SLC12A3	43	3.08967120308663	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SLC12A5	115	2.63398611883817	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SLC12A9	74	2.88783180496715	0.0132976258309592	Macrophage at Day 0 Differentiation (D0)
SLC17A5	7	5.18108026893793	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
SLC1A6	2	12.0969327655853	0.00708336705787131	Macrophage at Day 0 Differentiation (D0)
SLC22A13L	32	2.75014635049996	0.0102276977015972	Macrophage at Day 0 Differentiation (D0)
SLC22A15	155	1.90921594050619	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
SLC23A2	19	3.60930041119546	0.0299247734655497	Macrophage at Day 0 Differentiation (D0)
SLC25A12	152	2.15195769557079	0.00373915829950865	Macrophage at Day 0 Differentiation (D0)
